,CustomerID,Quantity,TotalPrice,NumTransactions
68,12430.0,117,256.4,1
69,12431.0,2868,6416.39,18
70,12432.0,1801,5059.32,5
71,12433.0,11071,13375.87,7
72,12434.0,373,765.19,4
73,12435.0,2055,7829.89,2
74,12436.0,211,509.01,1
75,12437.0,2918,4896.66,19
76,12438.0,1180,2906.85,2
77,12441.0,121,173.55,1
78,12442.0,182,172.06,1
79,12444.0,1155,5005.46,5
80,12445.0,62,133.4,1
81,12446.0,352,1002.3100000000001,1
82,12447.0,190,476.49,1
83,12448.0,243,449.45,1
84,12449.0,1553,4067.29,4
85,12450.0,128,197.88,2
86,12451.0,6455,8933.52,6
87,12452.0,183,428.57,3
88,12453.0,473,707.09,1
89,12454.0,0,5.684341886080802e-14,2
90,12455.0,2089,2466.86,6
91,12456.0,1616,3153.89,4
92,12457.0,695,1917.78,12
93,12458.0,506,947.4,2
94,12461.0,287,826.88,2
95,12462.0,514,1124.01,4
96,12463.0,757,1303.63,7
97,12464.0,112,1212.05,8
98,12465.0,475,733.89,3
99,12468.0,364,724.0400000000001,3
100,12471.0,7965,18740.92,49
101,12472.0,4020,6229.48,13
102,12473.0,2363,2848.23,9
103,12474.0,4764,7116.47,30
104,12475.0,535,723.38,1
105,12476.0,2337,6546.58,20
106,12477.0,3620,13117.01,9
107,12478.0,236,680.99,1
108,12479.0,351,477.3,3
109,12480.0,1707,3281.63,4
110,12481.0,3290,5590.86,11
111,12483.0,1097,2327.13,13
112,12484.0,2185,4495.27,8
113,12488.0,529,1298.66,3
114,12489.0,105,334.93,1
115,12490.0,3064,5417.93,10
116,12491.0,260,460.40000000000003,1
117,12492.0,192,263.21000000000004,2
118,12493.0,206,416.79,3
119,12494.0,690,1139.3500000000001,13
120,12497.0,1236,1043.1,1
121,12498.0,159,403.70000000000005,3
122,12500.0,2671,4206.27,13
123,12501.0,1722,2089.68,2
124,12502.0,820,3723.87,5
125,12503.0,-1,-1126.0,1
126,12504.0,51,114.0,4
127,12505.0,-1,-4.5,1
128,12506.0,23,73.5,1
129,12507.0,894,1258.06,4
130,12508.0,272,398.27,2
131,12509.0,55,176.5,1
132,12510.0,353,982.5699999999999,2
133,12512.0,99,138.03,2
134,12513.0,456,586.79,2
135,12514.0,440,1017.68,1
136,12515.0,131,383.7,1
137,12516.0,875,1312.06,2
138,12517.0,1348,2464.89,6
139,12518.0,1318,2056.89,5
140,12519.0,183,340.84,1
141,12520.0,1430,2582.51,6
142,12521.0,309,599.68,1
143,12522.0,194,192.72,2
144,12523.0,861,1745.57,13
145,12524.0,3699,4485.72,8
146,12526.0,632,1316.66,3
147,12527.0,234,348.71000000000004,3
148,12528.0,750,1922.28,8
149,12530.0,900,1623.63,5
150,12531.0,45,125.22,1
151,12532.0,153,349.83000000000004,1
152,12534.0,651,1089.18,1
153,12535.0,219,716.35,2
154,12536.0,2652,4106.82,5
155,12538.0,191,363.95,1
156,12539.0,2066,3852.5,5
157,12540.0,6677,13309.039999999999,19
158,12541.0,680,981.18,3
159,12544.0,132,355.7,2
160,12545.0,523,1000.39,2
161,12546.0,617,1141.5,3
162,12547.0,134,207.79999999999998,2
163,12548.0,49,95.19999999999999,1
164,12550.0,569,964.83,1
165,12551.0,100,168.0,1
166,12552.0,88,437.82,2
167,12553.0,1924,3652.25,14
168,12556.0,358,603.71,2
169,12557.0,4384,11990.960000000001,5
170,12558.0,0,1.0658141036401503e-14,2
171,12559.0,281,536.21,3
172,12560.0,1078,2101.39,4
173,12561.0,177,238.85,1
174,12562.0,1779,3781.7400000000002,7
175,12564.0,133,456.9,1
176,12565.0,75,131.17,2
177,12566.0,264,346.7,2
178,12567.0,4089,9114.94,11
179,12569.0,1793,4064.9900000000002,35
180,12571.0,523,519.61,2
181,12572.0,450,1004.72,3
182,12573.0,84,160.54000000000002,1
183,12574.0,61,218.45,1
184,12576.0,964,1306.98,6
185,12577.0,466,595.4,4
186,12578.0,1171,2753.36,4
187,12579.0,278,410.72,3
188,12580.0,238,415.7,1
189,12581.0,161,197.71,1
190,12582.0,300,511.36,2
191,12583.0,5009,7187.34,18
192,12584.0,354,1893.95,18
193,12585.0,1258,1982.81,4
194,12586.0,77,179.94000000000003,2
195,12587.0,51,144.0,1
196,12588.0,53,214.89999999999998,1
197,12589.0,306,646.68,2
198,12590.0,4279,9861.38,3
199,12591.0,228,452.84999999999997,1
200,12592.0,290,437.6,2
201,12593.0,206,418.09999999999997,3
202,12594.0,1776,3320.2200000000003,11
203,12596.0,474,618.27,2
204,12597.0,2187,3683.13,5
205,12598.0,1940,3002.68,9
206,12599.0,956,1032.58,7
207,12600.0,773,2581.04,11
208,12601.0,244,569.5600000000001,6
209,12602.0,162,153.12,1
210,12603.0,64,739.1999999999999,1
211,12604.0,201,254.18,2
212,12605.0,-4,-7.5,1
213,12607.0,0,3.552713678800501e-15,2
214,12609.0,648,1126.85,3
215,12610.0,1028,2057.99,7
216,12611.0,846,1193.32,1
217,12612.0,251,643.59,2
218,12613.0,1596,3218.98,6
219,12614.0,76,315.6,1
220,12615.0,1376,2291.19,4
221,12616.0,273,657.25,5
222,12617.0,213,355.53,1
223,12618.0,96,177.31,1
224,12619.0,3354,3214.81,13
225,12620.0,1181,1339.41,3
226,12621.0,7404,13612.07,23
227,12622.0,69,180.1,1
228,12623.0,191,305.1,1
229,12624.0,355,641.13,2
230,12625.0,1577,2614.32,3
231,12626.0,3350,6388.35,13
232,12627.0,2752,4478.53,7
233,12628.0,445,769.61,4
234,12630.0,548,1270.88,2
235,12631.0,236,640.5,1
236,12633.0,1149,2140.63,5
237,12635.0,1172,1689.18,2
238,12637.0,2990,5953.25,10
239,12638.0,577,671.69,1
240,12639.0,201,486.1,1
241,12640.0,311,1174.58,3
242,12641.0,72,185.9,1
243,12642.0,552,1013.26,3
244,12643.0,1808,3344.64,6
245,12644.0,325,477.91,1
246,12645.0,1072,1755.38,5
247,12646.0,897,1346.97,2
248,12647.0,1420,3669.92,13
249,12648.0,160,318.05,1
250,12649.0,574,603.71,4
251,12650.0,254,314.44,1
252,12651.0,78,114.0,1
253,12652.0,502,914.53,2
254,12653.0,919,2209.85,2
255,12654.0,264,601.98,5
256,12656.0,1708,3982.72,8
257,12657.0,654,1152.06,5
258,12658.0,320,686.05,1
259,12659.0,105,91.68,1
260,12660.0,127,245.1,1
261,12662.0,2040,3817.08,12
262,12664.0,1202,4863.88,10
263,12665.0,36,61.75,2
264,12666.0,-56,-227.44,1
265,12667.0,395,620.13,1
266,12668.0,1595,3743.18,6
267,12669.0,1114,1607.73,4
268,12670.0,1391,2986.15,6
269,12672.0,78,225.89999999999998,1
270,12673.0,351,610.52,2
271,12674.0,1102,1919.31,7
272,12676.0,670,1331.39,6
273,12678.0,10899,17588.26,13
274,12679.0,530,1058.67,9
275,12680.0,443,862.81,4
276,12681.0,7518,13677.59,27
277,12682.0,5575,12288.22,31
278,12683.0,4903,8221.09,20
279,12684.0,1985,2283.63,7
280,12685.0,1523,2863.08,6
281,12686.0,107,89.14,1
282,12688.0,3028,4873.8099999999995,1
283,12689.0,628,1247.61,2
284,12690.0,106,389.01,1
285,12691.0,394,1035.8,6
286,12693.0,250,830.96,6
287,12694.0,509,869.67,2
288,12695.0,220,582.1,4
289,12697.0,499,939.02,5
290,12700.0,2963,4867.99,6
291,12701.0,678,797.71,2
292,12702.0,53,219.0,1
293,12703.0,161,274.7,2
294,12704.0,1003,2220.84,10
295,12705.0,3973,6814.24,14
296,12707.0,256,603.42,1
297,12708.0,1270,2616.32,16
298,12709.0,3832,9294.1,26
299,12710.0,849,1130.57,4
300,12712.0,1044,4241.63,17
301,12713.0,508,848.55,1
302,12714.0,3069,4708.86,5
303,12715.0,197,353.86,1
304,12716.0,708,1053.49,2
305,12717.0,505,980.98,3
306,12718.0,203,238.25,1
307,12719.0,361,608.1,3
308,12720.0,4654,5713.28,29
309,12721.0,1954,2628.98,7
310,12722.0,560,904.33,6
311,12723.0,434,725.07,5
312,12724.0,445,1031.41,4
313,12725.0,164,427.8,1
314,12726.0,3143,2609.1,7
315,12727.0,2085,3947.7,9
316,12728.0,419,836.33,4
317,12729.0,233,453.01,1
318,12731.0,8366,18793.41,14
319,12732.0,111,236.26000000000002,1
320,12733.0,137,383.95,1
321,12734.0,88,110.39999999999999,1
322,12735.0,368,779.5699999999999,2
323,12736.0,173,234.0,1
324,12738.0,148,155.35,1
325,12739.0,486,1013.04,2
326,12740.0,342,427.6,1
327,12743.0,319,546.43,2
328,12744.0,5234,9120.39,10
329,12747.0,1275,4196.01,11
330,12748.0,24210,29072.1,224
331,12749.0,1422,3868.2,8
332,12750.0,137,275.88,1
333,12752.0,2262,4366.78,1
334,12753.0,11250,21024.01,11
335,12754.0,6479,2949.12,5
336,12755.0,866,2203.2,4
337,12756.0,144,112.07999999999998,1
338,12757.0,2385,4227.7,19
339,12758.0,2135,2791.59,2
340,12759.0,902,1531.44,3
341,12762.0,1227,1898.52,2
342,12763.0,316,494.08,2
343,12764.0,386,1693.88,1
344,12766.0,3646,6989.63,7
345,12769.0,356,1143.6,1
346,12770.0,743,1351.45,1
347,12772.0,556,892.47,1
348,12775.0,853,1351.24,6
349,12778.0,824,804.23,7
350,12779.0,1996,3868.7,12
351,12781.0,592,707.72,5
352,12782.0,1070,2273.32,6
353,12783.0,622,1603.87,8
354,12784.0,300,574.42,2
355,12785.0,128,305.71,2
356,12787.0,261,463.66,3
357,12789.0,4,91.85,1
358,12790.0,166,324.92,1
359,12791.0,97,192.60000000000002,1
360,12792.0,217,400.53999999999996,1
361,12793.0,295,545.48,2
362,12794.0,592,860.41,2
363,12795.0,68,430.48,1
364,12797.0,79,194.18,3
365,12798.0,5256,6977.04,3
366,12802.0,302,412.58,2
367,12808.0,188,483.65000000000003,3
368,12809.0,219,484.36,2
369,12811.0,230,514.85,3
370,12812.0,164,229.64000000000001,1
371,12814.0,49,125.92,1
372,12815.0,379,1063.46,2
373,12816.0,128,572.2,2
374,12817.0,53,166.04,1
375,12818.0,923,1517.88,2
376,12820.0,722,942.34,4
377,12821.0,70,92.72,1
378,12822.0,548,918.98,3
379,12823.0,230,1759.5,5
380,12824.0,232,397.12,1
381,12826.0,1054,1468.1200000000001,8
382,12827.0,197,430.15000000000003,3
383,12828.0,494,1018.71,6
384,12829.0,375,253.05,3
385,12830.0,9847,6748.4,7
386,12831.0,135,215.05,1
387,12832.0,195,383.03,2
388,12833.0,156,417.38,1
389,12834.0,110,312.38,1
390,12836.0,1064,2612.86,4
391,12837.0,24,134.1,1
392,12838.0,359,683.13,2
393,12839.0,3804,5583.62,16
394,12840.0,1505,2714.27,6
395,12841.0,2683,3876.4,26
396,12842.0,547,1118.99,2
397,12843.0,753,1680.76,9
398,12844.0,125,325.96000000000004,2
399,12845.0,204,354.09,4
400,12847.0,909,871.54,1
401,12849.0,623,1050.8899999999999,2
402,12851.0,109,135.18,1
403,12852.0,145,299.75,2
404,12853.0,782,1881.7,9
405,12854.0,622,1289.15,5
406,12855.0,30,38.1,1
407,12856.0,1076,2162.68,8
408,12857.0,343,1106.4,2
409,12863.0,186,504.2,2
410,12864.0,216,147.12,1
411,12865.0,877,1548.07,3
412,12866.0,171,559.12,1
413,12867.0,4274,3986.22,10
414,12868.0,928,1607.0600000000002,6
415,12870.0,-2,-14.899999999999999,1
416,12871.0,200,380.64,2
417,12872.0,319,599.97,2
418,12873.0,128,374.0,1
419,12875.0,2019,343.2300000000001,2
420,12876.0,1941,2218.02,2
421,12877.0,1178,1535.77,12
422,12878.0,536,841.64,3
423,12879.0,363,552.5699999999999,4
424,12881.0,21,298.0,1
425,12882.0,246,1463.04,2
426,12883.0,196,703.47,4
427,12884.0,43,309.05,1
428,12885.0,654,1158.27,4
429,12886.0,761,1351.09,3
430,12888.0,68,313.77,4
431,12890.0,259,380.46999999999997,1
432,12891.0,950,331.0,3
433,12893.0,96,188.14,1
434,12895.0,204,347.3,3
435,12897.0,110,216.5,2
436,12901.0,20915,16293.1,36
437,12902.0,66,138.68,1
438,12904.0,302,509.58,2
439,12906.0,1749,2919.81,5
440,12908.0,0,246.0,4
441,12909.0,1270,2128.83,8
442,12910.0,1692,3075.04,8
443,12912.0,670,1662.3,5
444,12913.0,1419,2483.63,5
445,12915.0,93,363.65,2
446,12916.0,1111,2982.35,5
447,12917.0,120,594.0,1
448,12919.0,668,1301.44,8
449,12920.0,129,164.23,1
450,12921.0,9454,16389.74,50
451,12922.0,370,405.38,1
452,12923.0,69,176.97,1
453,12924.0,480,929.95,5
454,12925.0,541,694.05,2
455,12928.0,1472,2062.7000000000003,5
456,12929.0,36,105.1,2
457,12930.0,250,409.9,4
458,12931.0,23377,33462.81,20
459,12933.0,498,606.28,4
460,12935.0,1852,2156.45,8
461,12936.0,539,1012.9,5
462,12937.0,1007,1504.27,4
463,12938.0,140,114.14,1
464,12939.0,4876,11581.8,8
465,12940.0,406,876.29,4
466,12942.0,203,683.9,3
467,12943.0,-1,-3.75,1
468,12944.0,289,604.51,2
469,12945.0,165,462.95,1
470,12947.0,1157,1407.29,11
471,12948.0,1077,2053.7,8
472,12949.0,2363,4143.02,10
473,12950.0,1380,1843.0,3
474,12951.0,500,1042.07,8
475,12952.0,652,1382.8400000000001,5
476,12953.0,84,329.85,1
477,12955.0,3642,4734.26,14
478,12956.0,34,108.07,1
479,12957.0,2531,3979.04,12
480,12962.0,129,266.39,2
481,12963.0,873,1841.03,9
482,12965.0,283,771.91,1
483,12966.0,75,160.18,1
484,12967.0,243,1194.75,4
485,12968.0,73,135.95,1
486,12970.0,310,452.24,4
487,12971.0,9203,10930.26,89
488,12974.0,24,144.8,1
489,12976.0,561,738.6,1
490,12977.0,12,39.239999999999995,1
491,12980.0,864,7092.06,12
492,12981.0,242,372.21999999999997,2
493,12982.0,278,377.2,2
494,12984.0,26,97.5,1
495,12985.0,1413,1215.6200000000001,3
496,12987.0,217,545.0,3
497,12988.0,136,535.32,1
498,12989.0,2915,6854.51,19
499,12990.0,200,409.5,3
500,12991.0,405,503.76,2
501,12993.0,240,414.76,4
502,12994.0,440,902.22,5
503,12995.0,98,200.72,2
504,12997.0,648,1197.94,7
505,12999.0,342,455.88,3
506,13000.0,379,534.85,3
507,13001.0,5497,9797.92,15
508,13002.0,73,120.94999999999999,1
509,13003.0,103,149.05,3
510,13004.0,4796,5613.43,22
511,13005.0,167,468.95,3
512,13006.0,55,81.57,1
513,13008.0,115,178.46999999999997,2
514,13011.0,13,50.550000000000004,1
515,13012.0,671,1311.6200000000001,11
516,13013.0,2217,4786.99,15
517,13014.0,886,3365.43,16
518,13015.0,1617,3346.28,5
519,13016.0,527,789.89,3
520,13017.0,48,204.0,1
521,13018.0,5434,7272.75,29
522,13021.0,1336,2584.4,12
523,13023.0,286,689.9,2
524,13026.0,1586,936.15,8
525,13027.0,17280,6912.0,6
526,13028.0,796,659.68,3
527,13029.0,134,1247.5,3
528,13030.0,394,799.48,2
529,13032.0,367,996.52,3
530,13033.0,83,190.55,1
531,13034.0,369,642.77,2
532,13035.0,627,886.63,3
533,13037.0,431,881.07,3
534,13038.0,360,908.46,3
535,13040.0,355,676.99,2
536,13043.0,251,471.57,2
537,13044.0,429,560.47,1
538,13045.0,221,305.28000000000003,1
539,13046.0,264,629.31,2
540,13047.0,1355,3079.1,18
541,13048.0,1230,1805.91,5
542,13049.0,268,656.6800000000001,2
543,13050.0,3707,5684.61,28
544,13052.0,222,348.15000000000003,1
545,13055.0,891,1201.96,4
546,13058.0,52,271.40000000000003,3
547,13059.0,35,183.4,1
548,13060.0,123,307.53,1
549,13061.0,107,248.61,1
550,13062.0,343,346.98,1
551,13064.0,516,1119.49,4
552,13065.0,74,205.86,1
553,13066.0,320,430.9,3
554,13067.0,32,115.46000000000001,1
555,13068.0,200,344.0,2
556,13069.0,5466,3717.82,27
557,13070.0,110,228.8,1
558,13072.0,69,177.15,1
559,13075.0,485,919.61,1
560,13077.0,863,729.27,4
561,13078.0,5557,12432.28,43
562,13079.0,62,220.10000000000002,5
563,13080.0,120,58.08,1
564,13081.0,19021,27964.48,21
565,13082.0,4313,3595.48,10
566,13083.0,187,303.75,2
567,13085.0,108,272.38,3
568,13089.0,30787,57385.88,118
569,13090.0,2194,8689.39,18
570,13091.0,450,319.82,2
571,13092.0,271,459.83,6
572,13093.0,3943,7741.47,13
573,13094.0,1542,1708.8600000000001,16
574,13095.0,144,74.39999999999999,1
575,13097.0,2341,5893.32,14
576,13098.0,15911,28658.88,41
577,13099.0,288,207.35999999999999,1
578,13101.0,113,101.19,1
579,13102.0,4160,6336.29,27
580,13103.0,82,243.94,1
581,13104.0,504,1098.48,6
582,13106.0,14,59.5,2
583,13107.0,1288,1524.07,5
584,13108.0,298,350.06,1
585,13109.0,514,766.84,5
586,13110.0,384,1452.8700000000001,8
587,13113.0,2594,10510.0,40
588,13115.0,1534,2205.63,14
589,13116.0,290,485.19,2
590,13117.0,945,984.91,8
591,13118.0,389,1125.0,7
592,13120.0,12,30.599999999999998,1
593,13121.0,227,254.73,2
594,13122.0,585,922.39,2
595,13124.0,2147,3866.33,3
596,13126.0,2130,2056.29,10
597,13127.0,127,259.17,1
598,13130.0,32,64.0,1
599,13131.0,443,1039.3,4
600,13132.0,20,77.3,1
601,13133.0,32,109.8,2
602,13134.0,1044,1740.63,7
603,13135.0,4300,3096.0,1
604,13136.0,1312,2545.38,11
605,13137.0,2225,3605.08,9
606,13138.0,473,962.39,6
607,13139.0,2418,5055.79,8
608,13140.0,186,423.72,3
609,13141.0,1547,2385.8,6
610,13142.0,258,307.09,1
611,13144.0,21,110.95,1
612,13145.0,142,614.77,5
613,13146.0,154,228.91,1
614,13147.0,144,712.8000000000001,4
615,13148.0,1828,3348.48,17
616,13149.0,1280,1676.06,4
617,13151.0,361,1250.3700000000001,2
618,13153.0,418,486.22,1
619,13154.0,-1,-611.86,1
620,13155.0,497,971.76,4
621,13157.0,1430,1721.57,5
622,13158.0,784,1201.06,4
623,13159.0,1045,1379.75,5
624,13160.0,56,91.8,1
625,13161.0,29,112.75,1
626,13162.0,1663,1644.99,5
627,13165.0,1376,1021.48,2
628,13166.0,214,414.7,2
629,13167.0,785,791.33,4
630,13168.0,680,1310.14,5
631,13169.0,272,712.88,2
632,13170.0,147,116.00999999999999,1
633,13171.0,227,426.81,5
634,13173.0,277,353.65,2
635,13174.0,1395,2817.03,3
636,13176.0,453,492.84,1
637,13177.0,91,282.45,1
638,13178.0,3570,5725.47,11
639,13182.0,201,121.18,1
640,13183.0,2208,3957.78,9
641,13184.0,1662,1648.79,12
642,13185.0,12,71.4,1
643,13186.0,804,1539.69,5
644,13187.0,95,236.02,1
645,13188.0,25,114.60000000000001,1
646,13189.0,842,260.68,2
647,13192.0,595,911.94,2
648,13193.0,50,117.88,1
649,13194.0,26,60.7,1
650,13196.0,1224,1797.78,4
651,13198.0,2645,3384.09,8
652,13199.0,6172,9803.96,39
653,13200.0,516,870.09,4
654,13203.0,800,869.46,4
655,13207.0,130,250.26000000000002,2
656,13208.0,786,1205.9,7
657,13209.0,4232,5820.16,11
658,13210.0,316,353.48,1
659,13211.0,874,1197.42,3
660,13212.0,309,780.58,4
661,13213.0,1357,1518.43,6
662,13216.0,297,333.74,1
663,13217.0,114,133.62,5
664,13218.0,88,62.63999999999999,1
665,13220.0,196,819.2900000000001,4
666,13221.0,244,847.41,2
667,13223.0,88,163.20000000000002,2
668,13224.0,1512,2150.85,3
669,13225.0,3352,6083.04,8
670,13226.0,80,108.21000000000001,1
671,13227.0,99,257.7,1
672,13228.0,200,358.0,1
673,13229.0,63,160.95,1
674,13230.0,1544,2763.41,15
675,13232.0,778,1357.6,7
676,13233.0,1004,605.12,2
677,13235.0,440,101.17000000000007,2
678,13236.0,411,727.27,3
679,13238.0,296,680.83,5
680,13239.0,363,329.56,1
681,13240.0,298,663.65,4
682,13242.0,130,270.40000000000003,3
683,13243.0,233,600.07,1
684,13244.0,38,121.74000000000001,1
685,13245.0,125,430.5,1
686,13246.0,1552,1922.1,7
687,13247.0,328,501.12,4
688,13248.0,305,465.68,2
689,13249.0,546,711.41,3
690,13253.0,1572,1030.4,2
691,13255.0,174,390.66,3
692,13256.0,12540,0.0,1
693,13258.0,287,698.58,3
694,13259.0,132,292.32,1
695,13260.0,142,557.62,1
696,13261.0,210,944.1,2
697,13262.0,125,200.29,1
698,13263.0,4780,7454.07,35
699,13265.0,1752,2107.66,5
700,13266.0,4299,3717.67,19
701,13267.0,1939,4404.44,27
702,13268.0,3635,3167.64,15
703,13269.0,3509,5315.92,17
704,13270.0,200,590.0,1
705,13271.0,181,178.26,2
706,13272.0,96,276.56,2
707,13273.0,153,138.98,1
708,13276.0,161,590.9300000000001,2
709,13277.0,176,258.4,4
710,13278.0,537,542.73,1
711,13279.0,70,126.30000000000001,2
712,13280.0,522,814.86,3
713,13282.0,289,1047.8400000000001,6
714,13283.0,90,93.66,2
715,13284.0,79,196.15,2
716,13285.0,2051,2709.12,4
717,13291.0,233,361.11,1
718,13292.0,347,578.9399999999999,2
719,13294.0,453,873.74,2
720,13295.0,81,197.95000000000002,2
721,13296.0,78,87.4,1
722,13297.0,963,2089.85,4
723,13298.0,96,360.0,1
724,13299.0,30,142.5,1
725,13300.0,201,365.29,2
726,13301.0,345,618.09,4
727,13302.0,5,63.75,1
728,13304.0,238,300.42,1
729,13305.0,1232,2000.86,10
730,13307.0,4,15.0,1
731,13308.0,840,1367.6100000000001,4
732,13309.0,1544,1456.79,5
733,13310.0,575,1083.63,6
734,13311.0,305,598.57,2
735,13313.0,851,1555.32,5
736,13314.0,484,578.66,4
737,13316.0,6947,5815.49,5
738,13317.0,1003,2140.07,9
739,13318.0,304,640.76,3
740,13319.0,4686,10664.34,36
741,13320.0,1066,1491.7,6
742,13321.0,372,567.36,2
743,13322.0,117,199.48000000000002,1
744,13323.0,175,787.85,5
745,13324.0,5200,7072.8,12
746,13325.0,240,675.3,1
747,13327.0,1588,3617.57,9
748,13328.0,680,1308.48,1
749,13329.0,427,740.4,4
750,13330.0,751,1140.93,3
751,13332.0,179,350.9,1
752,13334.0,1774,3536.82,3
753,13336.0,559,795.12,1
754,13338.0,247,431.82,3
755,13339.0,326,860.12,1
756,13340.0,5770,10736.48,7
757,13341.0,301,775.85,1
758,13343.0,126,303.93,2
759,13344.0,971,2543.72,3
760,13345.0,139,377.6,2
761,13347.0,205,341.36,1
762,13348.0,136,233.76,1
763,13349.0,225,247.32,1
764,13350.0,284,910.72,3
765,13351.0,117,373.94,1
766,13352.0,315,389.28,2
767,13354.0,604,743.53,1
768,13355.0,314,674.7,1
769,13356.0,325,768.24,1
770,13357.0,322,609.95,1
771,13358.0,285,439.03,1
772,13359.0,159,431.26,2
773,13362.0,1379,3085.4900000000002,5
774,13363.0,710,992.5,2
775,13364.0,0,0.0,2
776,13365.0,1238,2191.22,3
777,13366.0,144,56.160000000000004,1
778,13368.0,327,623.4,2
779,13369.0,127,263.75,2
780,13370.0,336,721.32,2
781,13372.0,159,378.64,1
782,13373.0,1651,3312.25,3
783,13375.0,441,772.9,2
784,13376.0,493,1019.76,3
785,13379.0,601,572.56,3
786,13381.0,2027,3626.81,7
787,13382.0,131,222.99,1
788,13384.0,2415,4122.28,9
789,13385.0,281,534.57,1
790,13388.0,281,627.15,3
791,13389.0,429,797.96,3
792,13390.0,224,544.08,1
793,13391.0,4,59.8,1
794,13394.0,2215,2312.8,10
795,13395.0,336,307.72,1
796,13396.0,592,1325.29,4
797,13397.0,429,1539.18,6
798,13398.0,281,457.34,1
799,13402.0,479,621.23,2
800,13403.0,44,75.0,1
801,13404.0,111,252.49,2
802,13405.0,165,572.451,3
803,13408.0,16119,27487.41,81
804,13410.0,513,988.91,7
805,13411.0,72,213.55,1
806,13414.0,1574,1390.5,3
807,13416.0,142,712.5,2
808,13417.0,162,640.83,2
809,13418.0,3839,5845.44,23
810,13419.0,275,221.06,1
811,13420.0,88,140.35,4
812,13421.0,1180,1848.98,3
813,13422.0,1321,2601.55,2
814,13425.0,1123,1624.21,3
815,13426.0,2224,3550.7000000000003,12
816,13427.0,545,582.6,3
817,13428.0,156,218.47,1
818,13429.0,1390,1006.8,4
819,13430.0,738,648.6899999999999,4
820,13431.0,672,1269.1,2
821,13434.0,300,534.24,2
822,13435.0,2125,3794.4900000000002,9
823,13436.0,76,196.89,1
824,13437.0,1283,3408.06,7
825,13439.0,242,283.71,1
826,13441.0,204,296.64,1
827,13447.0,577,1104.23,4
828,13448.0,1638,3465.67,10
829,13449.0,222,291.88,1
830,13450.0,1982,2043.7199999999998,6
831,13451.0,2143,2916.45,6
832,13452.0,2,590.0,2
833,13453.0,134,356.97999999999996,2
834,13455.0,345,1007.35,4
835,13456.0,756,1737.8200000000002,7
836,13458.0,5460,9537.92,22
837,13460.0,286,183.44,2
838,13461.0,1170,1445.0,3
839,13462.0,61,143.25,2
840,13464.0,403,674.68,1
841,13466.0,258,297.95,2
842,13467.0,584,1083.71,2
843,13468.0,2581,5656.75,41
844,13470.0,100,165.0,2
845,13471.0,1590,2531.58,4
846,13473.0,260,417.54,3
847,13474.0,132,229.59,1
848,13475.0,1012,1431.78,4
849,13476.0,414,1092.77,4
850,13477.0,1018,1441.53,8
851,13479.0,133,291.0,3
852,13481.0,1127,1776.81,8
853,13482.0,116,184.64,1
854,13483.0,160,140.34,1
855,13484.0,44,313.8,1
856,13485.0,277,454.24,1
857,13486.0,669,1122.41,3
858,13487.0,265,575.4,3
859,13488.0,4512,8910.61,17
